,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,Resp_mean,Resp_std,Resp_min,Resp_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,0,1,2,3
0,0.039967952691245326,0.008683974175930595,0.013761070489783492,0.06054871015504737,-0.03996793376974233,0.008683970064790741,-0.06054868149026664,-0.013761063975060599,-2.750006467782047e-05,5.975033380954821e-06,-4.166071397965634e-05,-9.468344086285531e-06,-2.750006467782047e-05,5.975033380954821e-06,-4.166071397965634e-05,-9.468344086285531e-06,-6.440677966101696,55.1903790333555,-140.96,192.64,6.472317799278072,0.24194931253315966,6.064202486629097,7.028889572537507,1.8512977933868873,9.500788665760039,-13.49029541015625,12.85858154296875,32.645555555555546,0.008314794192829326,32.63,32.65,0.2711864406779661,-0.0004953560371516042,0,1,0,0
0,0.03864722262890885,0.007194341562552809,0.022705766308142764,0.053668174910155624,-0.03864720433266173,0.007194338156630161,-0.05366814950273634,-0.022705755558849988,-2.6591332563949876e-05,4.950087381580358e-06,-3.6926541936513574e-05,-1.5622767742371126e-05,-2.6591332563949876e-05,4.950087381580358e-06,-3.6926541936513574e-05,-1.5622767742371126e-05,7.3949491525423765,58.919313123081466,-222.82,174.72,6.660006168753928,0.3357272638843627,6.267206913688221,7.22045867990251,-6.945115460947193,10.648462920955394,-16.37725830078125,12.80059814453125,32.625789473684215,0.015326547135327436,32.61,32.65,0.3525423728813559,-0.001754385964912181,0,1,0,0
0,0.03940159570850248,0.007291541917318062,0.007568588769380921,0.0460995861407747,-0.039401577055122476,0.007291538465379145,-0.046099564316453005,-0.00756858518628333,-2.711038112869104e-05,5.016966364934881e-06,-3.1718952689056526e-05,-5.2075892474570424e-06,-2.711038112869104e-05,5.016966364934881e-06,-3.1718952689056526e-05,-5.2075892474570424e-06,-4.176326530612248,53.61229969272309,-163.71,132.66,6.489502886549585,0.3236047928524369,6.083007271962755,7.081083072209371,3.3927164953340667,2.632932930678339,-4.39910888671875,7.14569091796875,32.635555555555555,0.008958064164774383,32.63,32.65,0.10884353741496598,2.063983488131684e-05,0,1,0,0
0,0.03923309280454599,0.0074988963571793014,0.015137177538761842,0.05022790728770975,-0.0392330742309381,0.0074988928070752825,-0.050227883508971186,-0.01513717037256666,-2.699444222151203e-05,5.159637183014236e-06,-3.455945591494219e-05,-1.0415178494914085e-05,-2.699444222151203e-05,5.159637183014236e-06,-3.455945591494219e-05,-1.0415178494914085e-05,0.9285084745762732,33.73162609675502,-60.47,114.48,6.328234196094458,0.08353234608578024,6.166192196849455,6.497977249426236,0.3197894794473577,3.8269003983624374,-6.26068115234375,5.14678955078125,32.64789473684209,0.010041465278071114,32.63,32.66,0.08135593220338982,0.0008771929824559658,0,1,0,0
0,0.030423123407142955,0.007883877146801365,0.013761070489783492,0.05298012138566645,-0.030423109004323177,0.00788387341444094,-0.05298009630398331,-0.013761063975060599,-2.0932717466436653e-05,5.424524321370061e-06,-3.64531247321993e-05,-9.468344086285531e-06,-2.0932717466436653e-05,5.424524321370061e-06,-3.64531247321993e-05,-9.468344086285531e-06,1.8082033898305079,34.83852801711506,-99.32,52.91,6.286251413171916,0.10889855261280018,5.949066829075888,6.398132271831261,1.8873209395543262,2.5660098020636184,-3.52630615234375,6.66046142578125,32.638888888888886,0.009938079899997086,32.63,32.65,0.18983050847457628,-0.0009907120743032085,0,1,0,0
0,0.03153344622097668,0.0007059541553108833,0.030274355077523685,0.033026569175480386,-0.03153343129251137,0.0007059538211002791,-0.03302655354014544,-0.03027434074513332,-2.1696678268471316e-05,4.857337847799719e-07,-2.2724025807085277e-05,-2.083035698982817e-05,-2.1696678268471316e-05,4.857337847799719e-07,-2.2724025807085277e-05,-2.083035698982817e-05,0.036700680272109064,13.505997193947756,-38.44,21.49,6.1118630145137836,0.035378665613843244,5.973090663541949,6.138004474949429,-1.7914575619378101,3.1907358937890833,-6.88934326171875,2.86712646484375,32.63,0.013333333333333051,32.61,32.65,0.13605442176870747,0.0006604747162019631,0,1,0,0
0,0.032034274296625226,0.00034171850178242206,0.031650462126502035,0.032338515650991204,-0.03203425913105946,0.0003417183400071217,-0.03233850034139241,-0.03165044714263938,-2.2041274464808914e-05,2.351203969144769e-07,-2.2250608602771e-05,-2.177719139845672e-05,-2.2041274464808914e-05,2.351203969144769e-07,-2.2250608602771e-05,-2.177719139845672e-05,-1.2340677966101705,11.94855269849131,-27.86,14.41,6.104036702298327,0.003850720129851757,6.09654139887681,6.111773751892632,0.19247798115088982,2.592748885635301,-3.399658203125,5.18951416015625,32.629999999999995,0.012977713690460727,32.61,32.65,0.10847457627118644,0.0011228070175438108,0,1,0,0
0,0.031975892847544186,0.0003527125405163845,0.031650462126502035,0.033026569175480386,-0.031975877709617184,0.00035271237353632067,-0.03302655354014544,-0.03165044714263938,-2.2001104941037825e-05,2.426848768514406e-07,-2.2724025807085277e-05,-2.177719139845672e-05,-2.2001104941037825e-05,2.426848768514406e-07,-2.2724025807085277e-05,-2.177719139845672e-05,0.1208813559322043,11.99183204657992,-30.24,13.82,6.073289722942499,0.016558713881371943,6.0429631778080655,6.098334791883259,0.564207810257815,1.395035077627522,-2.0263671875,3.03802490234375,32.60111111111112,0.011967032904741914,32.59,32.63,0.10847457627118644,-0.0020227038183691756,0,1,0,0
0,0.03224958356279189,0.00023082703570901682,0.031650462126502035,0.032338515650991204,-0.03224956829529514,0.0002308269264316062,-0.03233850034139241,-0.03165044714263938,-2.2189418623982122e-05,1.5882120508959818e-07,-2.2250608602771e-05,-2.177719139845672e-05,-2.2189418623982122e-05,1.5882120508959818e-07,-2.2250608602771e-05,-2.177719139845672e-05,-0.13627118644067768,13.82872665906748,-32.25,16.25,6.004701797253022,0.02210808758237214,5.967018080970206,6.038999558103849,0.39412685422684357,0.8948050284881639,-1.336669921875,2.35137939453125,32.5984210526316,0.016307298299820066,32.57,32.61,0.10847457627118644,-0.0012631578947369649,0,1,0,0
0,0.032020232387962186,0.00034306221795561947,0.031650462126502035,0.032338515650991204,-0.032020217229044086,0.00034306205554418117,-0.03233850034139241,-0.03165044714263938,-2.2031612889210665e-05,2.3604494468796509e-07,-2.2250608602771e-05,-2.177719139845672e-05,-2.2031612889210665e-05,2.3604494468796509e-07,-2.2250608602771e-05,-2.177719139845672e-05,0.32619047619047686,13.054963522061566,-32.77,16.11,5.932572119389814,0.018462145581644225,5.899817627662353,5.963009317256611,0.11261876108628645,1.3040851342868043,-1.8829345703125,2.7984619140625,32.57888888888889,0.00993807990000062,32.57,32.59,0.10884353741496598,-0.0016511867905059342,0,1,0,0
0,0.03165511113680265,5.6366254318882016e-05,0.031650462126502035,0.032338515650991204,-0.03165509615073902,5.636622763414673e-05,-0.03233850034139241,-0.03165044714263938,-2.178039016335073e-05,3.878296322531645e-08,-2.2250608602771e-05,-2.177719139845672e-05,-2.178039016335073e-05,3.878296322531645e-08,-2.2250608602771e-05,-2.177719139845672e-05,-0.21091525423728855,14.05973161410326,-33.49,17.13,5.856399373441705,0.0239771160657589,5.813421768255284,5.895271769349253,-0.018366394800228752,1.8988521836916696,-2.73590087890625,3.77960205078125,32.56473684210526,0.008806947647728488,32.55,32.57,0.10847457627118644,-0.00010526315789475329,0,1,0,0
0,0.031144953414632453,0.00030377293013993096,0.03096240860201286,0.031650462126502035,-0.03114493867008616,0.0003037727863287013,-0.03165044714263938,-0.03096239394388635,-2.142937467691965e-05,2.0901183732758307e-07,-2.177719139845672e-05,-2.1303774194142445e-05,-2.142937467691965e-05,2.0901183732758307e-07,-2.177719139845672e-05,-2.1303774194142445e-05,1.0617627118644057,14.072676528985417,-33.58,19.47,5.741361176113744,0.036086097311793755,5.685740872339434,5.807058090530024,-0.058747994910845876,2.2420127461266035,-3.118896484375,4.06951904296875,32.55444444444444,0.008314794192832283,32.55,32.57,0.10847457627118644,-0.0006604747162023736,0,1,0,0
0,0.03100424969471831,0.00016443306925816565,0.03096240860201286,0.031650462126502035,-0.03100423501678353,0.0001644329914127766,-0.03165044714263938,-0.03096239394388635,-2.1332563078188526e-05,1.1313864572209035e-07,-2.177719139845672e-05,-2.1303774194142445e-05,-2.1332563078188526e-05,1.1313864572209035e-07,-2.177719139845672e-05,-2.1303774194142445e-05,-0.2672203389830509,13.900071810651957,-34.16,17.1,5.629553373073634,0.03026397830770412,5.57992930331583,5.679596501899365,0.02961899973093779,2.4732285389435833,-3.76739501953125,4.89959716796875,32.54888888888889,0.0045812284729076,32.53,32.55,0.10847457627118644,-0.0003508771929823863,0,1,0,0
0,0.03097176987445491,7.970836264601083e-05,0.03096240860201286,0.031650462126502035,-0.03097175521189665,7.970832491072712e-05,-0.03165044714263938,-0.03096239394388635,-2.1310215244541213e-05,5.484356792207156e-08,-2.177719139845672e-05,-2.1303774194142445e-05,-2.1310215244541213e-05,5.484356792207156e-08,-2.177719139845672e-05,-2.1303774194142445e-05,-0.7212244897959189,14.587698894782635,-34.29,18.84,5.52638451896407,0.030591381163233115,5.473765129652921,5.574849008700034,-0.2263439089752907,2.298280760478465,-3.45611572265625,4.0435791015625,32.534210526315775,0.00815364914990873,32.53,32.55,0.10884353741496598,-0.0006315789473682954,0,1,0,0
0,0.03095772796579185,0.00012680982961967572,0.030274355077523685,0.031650462126502035,-0.030957713309881278,0.000126809769585763,-0.03165044714263938,-0.03027434074513332,-2.1300553668942968e-05,8.725186759661877e-08,-2.177719139845672e-05,-2.083035698982817e-05,-2.1300553668942968e-05,8.725186759661877e-08,-2.177719139845672e-05,-2.083035698982817e-05,-0.4990847457627128,15.4534570815879,-37.45,22.56,5.428084327268446,0.024847381438851596,5.386283922927207,5.468511327014757,-0.11939919590395207,2.063422557530307,-3.30963134765625,3.69720458984375,32.547777777777775,0.014740554623801225,32.53,32.57,0.10847457627118644,-0.0019814241486068277,0,1,0,0
0,0.030613732829467687,0.0011957540082129358,0.028210194504056162,0.034402676224458736,-0.030613718336410144,0.0011957534421228179,-0.0344026599376515,-0.02821018114887423,-2.106386682709129e-05,8.227419807725498e-07,-2.367086021571383e-05,-1.941010537688534e-05,-2.106386682709129e-05,8.227419807725498e-07,-2.367086021571383e-05,-1.941010537688534e-05,-1.4114237288135592,45.1792234386047,-125.72,124.64,5.374897278199271,0.037486207410805904,5.285843382157568,5.444918356420185,0.10536089724405824,2.4248404962356758,-3.47137451171875,4.67376708984375,32.55736842105264,0.013314853305972669,32.53,32.57,0.10847457627118644,0.0021754385964913563,0,1,0,0
0,0.023510835738157293,0.007662417366163246,0.006880535244891746,0.041283211469350475,-0.02351082460773109,0.007662413738645607,-0.041283191925181796,-0.006880531987530299,-1.617669807667084e-05,5.272148283044278e-06,-2.8405032258856593e-05,-4.7341720431427655e-06,-1.617669807667084e-05,5.272148283044278e-06,-2.8405032258856593e-05,-4.7341720431427655e-06,2.287322033898309,53.02409285407898,-98.39,139.16,5.372720206639753,0.060264878645538054,5.273662992114157,5.482788086625557,-0.44953964380163086,2.4360169193568795,-3.92303466796875,4.34112548828125,32.57444444444445,0.00831479419283228,32.57,32.59,0.13559322033898305,-0.0006604747162023736,0,1,0,0
0,0.028804635304125012,0.010489837316022606,0.006880535244891746,0.05298012138566645,-0.02880462166752481,0.010489832349956672,-0.05298009630398331,-0.006880531987530299,-1.9819112077211265e-05,7.2175627027707065e-06,-3.64531247321993e-05,-4.7341720431427655e-06,-1.9819112077211265e-05,7.2175627027707065e-06,-3.64531247321993e-05,-4.7341720431427655e-06,3.1239455782312904,48.78517012257101,-120.45,178.35,5.263172236620267,0.07699777638064371,5.149789153696277,5.3983292556267,1.089185520673804,2.333630131452081,-2.70843505859375,5.5328369140625,32.57333333333335,0.025166114784237054,32.53,32.59,0.19047619047619047,0.0026212590299278184,0,1,0,0
0,0.03405864946221416,0.006219541823109254,0.019953552210186066,0.04197126499383966,-0.03405863333827498,0.006219538878673241,-0.04197124512393483,-0.01995354276383787,-2.3434151613556666e-05,4.2793736202399565e-06,-2.8878449463170872e-05,-1.372909892511402e-05,-2.3434151613556666e-05,4.2793736202399565e-06,-2.8878449463170872e-05,-1.372909892511402e-05,-4.48745762711864,31.929644118535677,-74.34,46.52,5.043960381165021,0.07715666612334675,4.935336517562293,5.213635025472787,-0.9026667024598228,1.721021986464985,-3.11431884765625,2.5787353515625,32.59631578947369,0.025175285774951428,32.55,32.63,0.16271186440677965,0.003719298245614068,0,1,0,0
0,0.022668321218374636,0.005864626122916251,0.006880535244891746,0.03371462269996956,-0.022668310486809003,0.005864623346503318,-0.03371460673889847,-0.006880531987530299,-1.5597003540775783e-05,4.035172853043308e-06,-2.3197443011399553e-05,-4.7341720431427655e-06,-1.5597003540775783e-05,4.035172853043308e-06,-2.3197443011399553e-05,-4.7341720431427655e-06,7.706169491525423,77.80558348600947,-283.57,149.34,4.732158213859015,0.09755290141210401,4.6088151687764665,4.899792699842851,0.3455691998914055,1.0260117529759407,-1.89666748046875,2.68402099609375,32.61000000000001,0.01333333333333305,32.59,32.63,0.13559322033898305,-0.0006604747162025496,0,1,0,0
0,0.025434735354596442,0.010026641347461437,0.009632749342848445,0.04953985376322058,-0.025434723313363695,0.01002663660068029,-0.04953983031021816,-0.00963274478254242,-1.750044273515814e-05,6.898859385832284e-06,-3.408603871062791e-05,-6.627840860399872e-06,-1.750044273515814e-05,6.898859385832284e-06,-3.408603871062791e-05,-6.627840860399872e-06,-4.666779661016949,37.78929114923457,-126.74,54.85,4.7895516924113135,0.05781919765761746,4.711557022824389,4.904186405745691,1.5293968522519095,2.4302976574032558,-2.52532958984375,5.93414306640625,32.60578947368422,0.00815364914990873,32.59,32.61,0.08135593220338982,0.0002105263157894318,0,1,0,0
0,0.02407719272090008,0.0021377342389968766,0.01788939163671854,0.029586301553034506,-0.024077181322350906,0.002137733226957426,-0.029586287546380288,-0.01788938316757878,-1.6566381625800273e-05,1.4708741848886948e-06,-2.035693978551389e-05,-1.230884731217119e-05,-1.6566381625800273e-05,1.4708741848886948e-06,-2.035693978551389e-05,-1.230884731217119e-05,-2.0852380952380956,23.50809625574051,-66.4,38.21,4.879109260182194,0.026229396866941857,4.84908633410571,4.92833632382548,-1.120649673802681,2.9353785997116564,-5.68695068359375,3.73382568359375,32.613333333333344,0.0074535599250004645,32.61,32.63,0.08163265306122448,0.000928792569659588,0,1,0,0
0,0.02980161081920118,0.008649742284581041,0.012384963440805145,0.0460995861407747,-0.02980159671061594,0.008649738189647139,-0.046099564316453005,-0.01238495757755454,-2.0505083944687076e-05,5.9514800297629615e-06,-3.1718952689056526e-05,-8.521509677656977e-06,-2.0505083944687076e-05,5.9514800297629615e-06,-3.1718952689056526e-05,-8.521509677656977e-06,0.03854237288135879,43.34545785729313,-139.85,123.8,4.874957680283496,0.03435869093687324,4.816182989961233,4.918234749659812,0.0570462891836616,2.2472822716959517,-3.9215087890625,4.45404052734375,32.61105263157896,0.004465937565389417,32.61,32.63,0.05423728813559322,-0.00031578947368425986,0,1,0,0
0,0.031478448745379736,0.011375788121682816,0.00894469581835927,0.05504428195913397,-0.031478433842951105,0.01137578273619283,-0.055044255900242395,-0.00894469158378939,-2.1658837097378155e-05,7.82714369995697e-06,-3.7873376345142124e-05,-6.154423656085595e-06,-2.1658837097378155e-05,7.82714369995697e-06,-3.7873376345142124e-05,-6.154423656085595e-06,1.273593220338982,67.1882594614688,-214.23,127.16,4.801341425754188,0.09717104262286996,4.591183103575589,4.909276974916238,0.08039057273284789,2.088199539014655,-3.66058349609375,4.16717529296875,32.63666666666666,0.013333333333332259,32.61,32.65,0.16271186440677965,0.000990712074303443,0,1,0,0
0,0.03317634953455286,0.0020626263254253058,0.028898248028545334,0.041283211469350475,-0.0331763338283094,0.0020626253489432135,-0.041283191925181796,-0.02889823434762726,-2.2827082613466663e-05,1.41919596916946e-06,-2.8405032258856593e-05,-1.9883522581199616e-05,-2.2827082613466663e-05,1.41919596916946e-06,-2.8405032258856593e-05,-1.9883522581199616e-05,-2.026088435374148,68.59974379183282,-196.87,345.41,4.646421022202163,0.02923379952525105,4.5977155435129875,4.726683496916338,-1.1329466296780495,6.054126478598738,-9.98382568359375,6.90460205078125,32.636666666666656,0.016329931618553853,32.61,32.65,0.24489795918367346,0.0028070175438595015,0,1,0,0
0,0.02621624347390385,0.008525208071678362,0.010320802867337619,0.04541153261628553,-0.026216231062691983,0.008525204035701053,-0.045411511117699976,-0.010320797981295449,-1.8038161641933775e-05,5.86579390678635e-06,-3.124553548474225e-05,-7.101258064714148e-06,-1.8038161641933775e-05,5.86579390678635e-06,-3.124553548474225e-05,-7.101258064714148e-06,0.7081016949152544,33.40420177249345,-81.62,64.53,4.631202351507007,0.040141311324624694,4.584713165566891,4.6944633562574225,-0.08811619382342394,2.9878374682713424,-4.8553466796875,4.69818115234375,32.65894736842104,0.011650496642725994,32.65,32.68,0.10847457627118644,0.0011403508771930797,0,1,0,0
